**	**	**	**	**
09	31	91	04	20
66	07	02	79	82
08	46	51	21	59
22	51	94	66	98
19	79	76	30	93
00	56	30	66	14
**	37	78	16	53
78	05	27	64	71
10	99	64	97	33
68	48	22	65	69
00	80	**	07	75
70	85	79	08	24
97	96	02	71	16
01	66	54	45	92
27	68	86	80	98
45	14	62	47	46
41	12	49	01	87
58	22	75	66	00
83	95	39	**	15
32	89	06	77	34
05	66	67	50	15
40	59	35	37	80
88	02	50	31	43
86	28	63	82	68
09	12	61	10	43
86	58	04	71	01
67	25	30	91	64
43	42	33	93	59
09	55	15	50	28
70	24	55	71	42
15	18	08	3*	99
29	73	97	83	18
**	**	**	**	**
**	**	**	**	**
**	**	**	**
97	23	22	05	02
40	87	62	51	26
48	10	33	28	33
51	34	34	22	28
31	60	67	**	59
66	77	13	92	31
91	99	24	44	00
**	17	01	45	64
76	28	23	87	42
76	97	60	76	41
40	78	42	42	14
18	07	95	07	64
69	24	19	19	30
16	36	05	11	15
01	49	43	83	**
**	**	**	**	**
92	83	93	43	79
46	97	95	61	38
10	37	28	93	60
03	82	79	13	74
99	02	88	86	80
97	10	02	70	21
22	84	67	16	31
18	15	23	44	99
15	89	38	86	68
72	96	72	60	69
88	46	25	01	89
31	38	77	30	25
36	05	62	15	49
80	76	43	12	53
15	92	37	39	32
81	43	84	84	74
45	12	18	40	24
40	72	17	46	70
**	**	71	66	70
30	31	39	98	11
**	**	**	**	**
13	61	44	21	93
05	03	55	29	26
54	75	51	37	17
65	05	89	69	32
28	66	59	99	84
96	30	40	99	81
30	82	41	62	44
46	37	64	47	60
55	24	16	30	88
04	02	74	61	67
17	43	01	01	58
35	39	58	18	62
52	23	90	46	41
57	07	65	62	32
25	59	02	85	87
81	66	19	97	93
82	42	00	16	33
49	18	65	86	70
38	00	26	89	44
67	88	49	27	67
21	97	47	43	67
70	20	39	50	95
93	97	31	03	74
76	90	42	52	61
29	45	16	03	10
43	16	18	25	08
**	**	**	**	**
**	**	**	**	**
13	21	94	23	10
56	15	28	65	25
91	39	39	97	49
97	37	39	31	57
36	74	55	03	51
78	41	63	19	18
73	20	16	13	48
48	20	99	47	60
08	08	01	19	39
20	**	70	59	24
23	76	37	55	55
69	19	60	98	69
88	12	20	55	53
29	80	18	11	76
29	63	74	54	87
49	11	22	07	99
60	11	13	59	53
53	36	96	39	28
**	65	80	26	93
81	62	88	59	51
93	42	40	72	01
87	41	23	13	00
30	87	18	37	52
86	41	43	27	59
45	24	56	60	54
33	68	27	28	38
80	15	87	25	16
92	89	98	00	92
32	46	59	95	83
62	84	31	37	90
02	44	66	44	18
67	00	50	10	54
68	04	81	32	57
44	30	76	66	37
67	31	60	02	73
48	98	08	41	95
51	12	06	81	26
54	82	14	03	29
51	04	92	85	79
73	22	15	53	00
20	78	78	78	84
79	18	70	22	65
54	39	14	63	80
39	13	81	72	92
50	53	72	38	80
87	10	71	73	76
60	31	01	13	45
59	53	83	64	52
29	00	91	41	94
**	**	**	**	**
94	08	88	09	97
60	38	74	97	50
48	29	28	48	67
41	79	23	79	10
68	32	95	76	13
75	57	39	20	90
59	35	21	62	10
40	39	52	96	86
02	52	86	94	82
44	18	00	15	35
94	66	18	43	18
82	16	**	10	17
36	50	30	37	76
24	21	38	22	68
51	10	55	30	35
00	37	47	70	95
84	69	65	67	56
88	44	48	35	64
49	59	27	72	**
82	59	25	06	64
19	20	07	46	42
51	67	03	43	92
03	61	46	32	47
72	84	70	70	89
78	03	75	13	96
96	22	01	37	19
12	09	60	44	32
75	07	78	33	00
13	13	02	36	30
16	45	64	72	21
99	21	46	30	57
07	15	16	33	61
53	41	70	94	14
23	68	13	91	79
66	32	16	63	45
73	91	27	36	04
71	26	04	21	49
99	05	60	69	77
57	96	38	03	20
50	42	42	98	28
**	12	94	51	79
33	99	19	79	69
68	67	38	50	53
01	72	74	54	70
31	72	37	58	56
35	69	04	48	94
18	74	68	61	08
84	03	24	74	06
39	27	24	18	62
66	09	07	83	42
**	**	**	**	**
90	20	82	53	59
46	10	63	78	90
08	60	24	40	37
71	40	71	44	81
22	25	95	41	45
46	88	93	79	35
04	04	33	10	44
43	45	52	15	01
66	18	77	79	02
93	49	15	62	88
74	31	56	53	31
31	52	24	60	84
18	64	63	**	40
10	53	89	85	52
76	92	48	28	19
19	36	97	12	36
57	79	76	96	47
75	84	45	88	43
32	88	**	51	65
89	92	58	57	13
32	71	88	76	81
44	71	60	93	30
88	72	57	40	90
13	10	95	90	95
28	28	11	56	27
12	72	26	77	93
58	87	24	56	26
64	34	87	24	80
47	15	93	82	64
62	85	37	61	13
95	14	03	98	20
10	77	05	69	63
61	43	05	13	94
35	73	20	07	14
99	26	93	50	99
65	43	42	81	05
52	03	79	31	48
91	11	42	11	69
30	94	24	25	61
94	77	18	88	24
75	92	69	40	92
44	**	61	67	20
22	75	05	94	44
60	22	89	81	47
41	37	14	98	74
26	31	78	59	59
88	97	44	25	51
69	86	68	38	77
83	83	35	21	26
80	61	39	56	30
25	24	40	25	04
47	40	24	35	84
50	57	87	30	28
29	67	41	30	**
**	**	**	**	**
59	34	72	15	83
55	66	69	91	97
27	89	28	26	10
62	09	66	32	03
71	66	51	34	29
39	48	19	91	34
81	85	25	82	34
85	21	02	90	23
45	11	78	25	74
89	47	04	16	**
58	70	55	87	72
28	99	72	01	65
04	77	55	52	77
70	96	54	94	14
50	04	68	03	55
31	88	20	11	82
15	15	71	90	41
98	42	63	71	02
**	12	71	84	08
67	54	71	03	22
61	97	38	01	79
63	90	85	64	58
55	44	11	87	14
11	66	40	44	40
67	20	32	86	67
03	98	80	20	29
54	81	04	97	46
39	36	58	32	74
19	67	68	32	65
46	25	91	51	22
35	13	11	18	65
48	93	52	97	97
32	50	47	89	12
09	96	25	13	81
82	67	95	68	44
40	45	40	82	13
94	43	42	23	12
14	30	06	35	52
04	11	07	**	84
91	57	81	30	58
93	72	60	59	06
56	11	13	09	20
88	58	77	23	13
40	26	73	16	48
59	37	38	82	87
43	49	67	47	62
05	75	15	48	58
80	39	66	96	12
89	20	73	41	99
**	**	**	**	**
**	**	72	06	70
95	23	08	62	36
23	36	23	59	67
21	05	34	54	36
38	98	27	27	52
60	85	24	67	72
16	00	81	83	16
38	86	53	45	24
06	69	80	36	81
55	16	14	12	20
12	51	21	10	49
55	04	28	91	20
66	96	28	33	33
68	26	96	64	78
70	46	46	35	10
29	71	05	59	76
99	14	97	29	65
80	99	33	57	27
96	16	35	37	**
89	16	03	44	76
69	67	93	60	39
50	07	16	27	82
53	70	50	68	23
38	45	13	03	47
09	90	79	90	00
95	76	63	13	21
57	75	74	05	98
94	83	71	09	61
34	79	67	29	74
84	33	42	05	03
36	42	84	73	64
26	00	54	32	37
33	19	13	75	09
20	93	57	19	53
07	93	87	61	29
83	46	62	32	49
14	21	79	69	13
52	45	59	78	87
13	73	25	36	15
97	60	40	94	46
77	55	96	04	**
76	71	14	50	76
51	83	57	51	87
54	44	37	23	30
47	42	86	91	51
09	93	15	59	19
83	31	93	03	17
04	62	14	66	52
19	68	88	66	74
00	94	47	88	49
**	**	**	**	**
85	59	66	12	47
11	86	94	72	79
04	37	36	25	25
44	20	66	72	76
92	84	81	65	46
82	14	65	70	59
07	05	05	78	28
77	79	34	03	90
71	81	15	39	06
67	34	54	63	65
01	04	21	47	48
63	37	20	45	02
71	56	80	12	45
**	30	53	47	57
97	21	61	67	80
99	80	96	86	80
85	85	54	68	39
32	82	32	64	76
99	43	**	49	59
94	20	23	79	72
11	25	60	43	55
41	94	80	13	26
49	26	67	57	31
92	91	65	98	91
23	51	53	32	62
65	03	66	57	51
95	33	54	07	88
96	77	**	41	56
61	29	80	28	64
44	68	11	00	98
02	49	17	93	81
17	01	12	27	51
43	18	62	43	78
11	84	77	96	43
39	29	40	08	65
38	36	54	35	59
80	02	81	84	81
51	00	25	72	04
42	72	71	13	24
72	06	42	35	82
24	19	69	61	73
78	75	18	64	93
67	06	00	24	20
63	02	98	88	69
83	68	16	06	15
65	19	85	54	32
61	83	62	00	45
