**	**	**	**	**	**
72	68	25	42	93	59
50	92	80	67	43	16
28	65	37	22	34	84
60	55	53	40	04	97
80	70	01	17	60	25
60	13	69	63	56	88
69	66	31	31	02	69
20	30	08	38	57	40
46	93	97	97	17	75
44	06	73	29	11	98
39	52	98	63	51	24
71	94	22	16	22	01
66	77	08	94	93	21
**	27	69	31	93	37
30	38	00	66	73	60
97	72	24	70	10	26
33	45	41	13	53	94
19	06	39	02	47	47
69	11	**	25	21	95
37	06	77	16	92	77
77	43	64	78	40	**
44	20	70	77	13	52
36	55	24	52	84	28
95	63	24	43	69	93
85	26	07	90	81	84
65	70	90	36	77	90
61	19	93	96	32	16
03	11	02	04	83	36
13	86	38	92	68	08
04	81	18	83	06	04
84	38	90	16	25	98
26	60	74	31	64	93
12	77	77	84	74	66
20	97	89	33	79	84
61	30	85	47	65	68
43	92	03	64	31	51
40	05	69	64	97	39
48	28	72	33	40	18
14	37	90	25	87	03
86	71	34	04	33	00
17	11	50	21	45	54
20	75	33	30	27	**
84	50	79	02	91	41
89	50	84	12	39	61
82	09	26	91	75	99
74	58	41	32	74	54
22	**	56	77	15
