01	62	69	25	12	94	**
86	44	15	39	60	78	**
00	14	32	47	10	31	**
40	66	34	16	88	49	**
71	21	50	54	08	91	**
50	96	41	38	67	83	**
26	97	99	78	87	58	**
17	65	57	89	20	28	**
23	48	94	68	09	63	**
26	30	94	11	79	40	**
34	47	20	**	70	53	**
14	40	18	01	98	93	**
01	35	66	17	88	29	**
42	95	85	82	34	**	**
87	44	11	86	86	28	**
78	78	82	21	44	50	**
06	63	11	55	15	06	**
29	27	71	11	27	75	**
23	94	19	98	53	04	**
21	22	26	69	39	79	**
29	03	31	54	15	44	**
**	**	**	**	**	**	**
**	**	22	75	37	39	**
51	58	79	38	33	36	**
83	30	50	93	53	19	**
10	81	09	16	32	36	**
61	72	11	75	00	73	**
82	65	76	90	24	05	**
07	86	32	18	56	14	**
34	20	89	51	27	28	**
88	06	53	59	21	59	**
32	95	67	06	45	52	**
39	68	68	83	56	37	**
92	63	60	38	10	60	**
22	59	88	67	99	91	**
85	64	40	48	21	60	**
49	23	20	38	64	13	**
95	42	86	37	23	04	**
47	75	50	59	07	78	**
37	78	96	52	02	81	**
44	13	29	42	**	47	**
36	12	95	28	79	66	**
28	37	38	71	34	03	**
45	36	19	26	54	34	**
51	36	61	40	42	66	**
97	92	44	38	91	72	**
26	41	17	20	85	90	**
33	86	25	03	74	29	**
99	78	26	48	30	48	**
96	89	73	31	08	34	**
77	12	70	70	60	67	**
17	54	28	40	03	28	**
15	82	43	59	86	63	**
14	97	12	04	44	64	**
12	21	15	87	67	35	**
83	21	06	33	10	86	**
74	89	62	46	30	32	**
04	29	45	72	16	40	**
55	21	61	89	68	99	**
19	54	70	13	22	06	**
10	17	11	08	70	82	**
70	33	82	54	65	94	**
91	97	97	73	**	49	**
87	25	49	34	89	80	**
88	71	**	34	32	35	**
04	43	85	66	36	11	**
98	59	16	96	38	55	**
86	75	96	35	15	35	**
41	89	20	15	12	47	**
19	66	30	82	20	89	**
43	09	34	19	75	50	**
13	36	01	96	79	**	**
**	**	**	**	**	**	**
57	35	58	91	75	33	**
91	40	45	47	21	47	**
86	46	47	36	06	86	**
85	60	17	58	07	21	**
18	59	95	90	97	48	**
42	51	13	98	48	05	**
45	53	43	59	97	34	**
12	29	90	72	13	28	**
08	70	55	57	52	35	**
15	42	72	83	33	66	**
48	68	00	64	46	41	**
75	21	18	36	05	38	**
31	46	29	29	70	17	**
**	16	13	08	49	28	**
21	87	30	66	95	13	**
08	53	53	96	89	58	**
77	19	02	89	98	94	**
60	28	04	69	06	19	**
05	91	**	42	21	96	**
92	45	95	94	82	52	**
92	50	98	44	97	06	**
41	85	66	61	18	67	**
92	71	35	34	51	01	**
95	30	99	25	53	77	**
59	27	83	73	49	82	**
27	03	04	80	79	97	**
70	93	56	97	41	68	**
20	32	37	75	69	24	**
12	91	34	29	83	10	**
57	17	08	58	42	86	**
24	40	17	64	15	75	**
20	74	39	83	86	29	**
54	53	73	73	91	54	**
81	00	72	16	22	80	**
48	63	77	31	04	00	**
00	71	70	77	43	94	**
48	09	71	81	62	67	**
74	46	48	11	03	61	**
64	83	56	88	43	87	**
88	90	73	79	91	21	**
10	47	80	91	47	47	**
88	54	57	99	22	**	**
88	96	02	10	87	39	**
02	80	49	22	58	13	**
16	11	14	90	46	65	**
32	90	69	20	31	57	**
63	**	41	13
