84	01	19	67	70	07	54
91	95	19	62	14	13	24
34	23	61	46	90	29	60
**	42	81	53	65	54	48
02	03	11	28	72	**	**
22	67	54	95	90	78	87
35	62	02	32	05	61	62
55	63	20	35	33	91	36
11	43	11	37	93	62	21
53	94	91	29	57	22	89
06	53	95	08	22	14	03
46	50	63	18	75	81	03
06	04	29	**	03	39	69
56	96	68	90	25	15	76
53	22	22	09	51	55	21
40	97	85	18	94	48	59
20	88	66	01	35	55	91
14	38	55	88	97	59	45
52	65	63	60	07	07	76
70	02	19	27	37	71	27
32	65	76	01	03	25	16
65	20	28	93	12	13	37
34	35	49	21	34	08	26
08	13	82	29	34	22	98
08	17	55	55	21	65	42
90	13	78	51	85	35	86
12	40	27	71	58	59	95
08	78	49	61	11	26	22
13	10	42	17	70	24	89
98	37	60	72	12	04	93
99	**	64	84	00	20	36
88	25	38	72	48	97	62
34	09	54	77	77	63	11
82	77	75	**	33	07	50
97	69	92	54	86	76	18
71	08	32	30	34	54	63
88	**	03	99	51	06	64
72	66	40	45	61	16	12
50	60	53	10	57	19	86
08	42	41	57	00	69	47
69	56	20	59	02	20	16
24	64	71	28	45	62	54
00	31	99	61	88	07	71
54	16	63	81	**	**	**
**	**	**	**	**	**	**
82	16	91	35	44	49	47
22	50	34	28	15	39	75
99	41	38	99	38	24	57
92	84	29	97	09	27	73
67	86	98	85	03	16	04
89	07	31	05	22	11	26
18	66	15	12	08	75	57
51	63	69	13	33	56	51
69	99	98	48	92	66	01
35	35	77	66	67	83	27
05	75	05	07	65	36	43
46	43	77	34	06	06	**
74	15	36	63	06	62	93
29	18	76	31	02	44	14
79	33	52	59	88	84	88
14	31	68	90	69	71	24
94	97	84	51	19	77	95
02	67	74	95	15	63	86
06	**	18	42	09	27	04
17	62	55	82	73	53	**
**	**	**	**	**	**	**
**	54	85	17	82	26	**
37	07	18	67	19	03	47
44	58	89	24	54	03	30
32	19	50	42	17	98	55
04	99	05	64	74	97	44
99	78	52	83	78	34	18
88	44	43	19	41	40	38
03	67	77	19	87	81	68
44	72	09	94	00	72	00
27	17	38	80	52	60	37
79	59	55	47	39	75	73
86	71	66	02	31	62	90
70	78	91	15	90	**	**
97	12	87	88	68	15	**
66	66	53	82	19	38	31
47	85	22	92	17	17	92
04	80	30	44	62	99	03
87	06	49	78	87	31	66
18	44	03	20	65	29	58
80	01	04	15	45	90	32
36	91	91	65	42	57	24
18	60	81	98	92	39	14
89	94	20	62	23	61	45
43	95	62	00	67	14	66
08	57	19	28	26	88	17
**	**	**	**	**	**	**
**	**	**	23	47	70	98
45	55	34	50	00	22	75
07	00	58	79	21	86	48
01	95	18	01	41	70	19
03	90	06	95	31	24	23
68	19	24	66	02	27	86
22	44	74	30	16	56	87
55	47	83	98	68	28	94
40	46	56	01	66	95	79
25	65	53	69	44	33	92
69	**	71	38	21	02	94
73	23	59	59	53	87	70
37	79	13	67	28	28	64
91	57	56	48	67	90	26
08	18	62	35	57	40	96
48	45	56	12	48	01	85
64	15	78	23	29	43	51
17	64	25	21	54	21	75
60	67	30	27	24	52	**
**	21	71	25	15	21	07
33	53	97	18	65	84	36
49	48	13	85	89	29	17
67	52	80	07	88	55	92
33	22	08	19	74	56	59
06	19	87	44	72	14	57
78	26	96	73	00	09	89
62	66	13	61	81	89	32
15	43	99	59	18	00	42
16	58	01	96	69	54	32
94	13	72	51	89	28	86
29	71	35	81	40	28	88
23	16	05	43	46	01	42
30	27	35	52	16	36	61
12	36	03	90	76	78	09
03	07	43	68	46	33	03
71	19	97	16	16	41	99
42	20	32	35	20	06	45
20	29	51	91	80	41	84
46	13	83	12	25	38	**
59	41	23	29	53	17	**
09	35	51	75	99	70	15
01	09	92	41	74	55	30
86	39	49	21	71	**	**
72	17	89	20	25	19	**
33	27	48	10	98	22	46
90	92	06	86	32	31	36
74	10	11	05	57	57	07
27	88	26	58	64	15	13
41	57	72	77	80	76	55
96	21	73	34	83	84	**
**	**	**	**	**	**	**
**	91	09	09	87	70	35
99	42	51	05	03	11	42
49	19	40	71	05	14	27
06	43	87	95	92	58	26
12	41	77	80	77	56	54
71	33	58	30	20	77	20
07	39	52	39	97	12	79
95	09	01	80	52	26	26
11	93	88	02	98	28	09
14	85	09	03	36	08	53
53	49	63	**	26	48	51
23	59	**	23	39	03	28
76	95	84	58	52	**	**
34	63	58	19	94	44	**
26	50	81	34	83	60	**
41	15	52	99	92	86	**
83	43	87	89	31	83	**
74	00	62	38	11	23	**
44	87	44	10	**	28	**
16	26	46	87	26	13	**
76	52	14	30	86	44	**
60	23	33	51	99	66	**
17	72	65	33	54	20	**
73	51	40	65	01	65	**
27	45	22	28	93	48	**
24	79	20	27	51	72	**
16	83	**	90	89	55	**
98	04	59	33	86	93	**
20	66	19	01	14	98	**
99	45	42	67	67	61	**
86	34	60	40	79	78	**
02	66	34	23	42	00	**
23	18	04	46	32	63	**
48	87	69	52	64	09	**
36	34	73	13	34	17	**
78	55	41	61	38	49	**
45	45	54	85	22	15	**
49	24	67	14	48	15	**
66	14	29	05	91	95	**
00	41	29	78	25	35	**
**	81	71	04	65	70	**
08	29	38	86	17	18	**
03	27	**	76	89	19	**
82	40	62	57	02	05	**
44	32	71	34	79	65	**
17	38	31	12	17	13	**
79	61	86	80	70	82	**
27	69	22	78	73	13	**
39	04	15	95	33	98	**
02	15	77	68	21	79	**
**	**	**	**	**	**	**
79	22	05	81	99	06	**
22	15	08	48	06	88	**
80	79	26	64	95	54	**
25	19	16	49	17	34	**
40	44	12	55	95	69	**
58	66	99	47	41	55	**
94	93	14	54	71	35	**
55	47	99	79	60	28	**
44	29	24	13	39	69	**
86	85	02	05	52	61	**
95	53	18	09	53	06	**
26	12	70	12	73	48	**
77	44	09	**	09	03	**
88	48	49	44	07	49	**
74	26	96	57	89	62	**
60	67	51	19	71	94	**
91	45	75	02	01	77	**
26	47	17	98	80	29	**
54	49	**	61	65	35	**
66	28	12	23	41	33	**
88	66	30	38	14	42	**
80	36	63	86	20	41	**
27	57	30	03	45	59	**
12	85	46	21	16	41	**
69	64	51	71	72	83	**
89	10	45	29	56	90	**
72	68	29	28	31	93	**
19	47	73	65	83	98	**
41	67	58	41	23	74	**
58	50	12	80	82	58	**
99	74	09	76	83	42	**
89	65	68	08	10	49	**
82	00	47	70	02	81	**
19	33	88	77	76	88	**
57	02	23	18	12	73	**
99	26	71	54	50	86	**
71	89	03	32	43	12	**
74	35	33	39	98	33	**
81	42	30	96	07	02	**
70	63	45	07	84	38	**
89	43	90	83	36	66	**
57	**	11	46	55	92	**
**	71	70	87	98	15	**
88	88	70	31	51	05	**
52	72	80	31	39	94	**
87	16	17	69	15	49	**
50	80	11	62	78	43	**
02	48	31	95	38	72	**
30	55	12	18	01	54	**
72	27	33	09	96	04	**
82	99	51	63	11	86	**
68	60	83	80	78	32	**
82	56	29	14	92	04	**
16	33	09	42	**	**	**
**	**	**	**	**	**	**
39	15	49	46	06	89	**
10	03	01	52	51	62	**
23	49	55	99	70	39	**
35	84	49	74	54	81	**
53	43	23	58	58	44	**
11	63	55	91	58	81	**
15	72	26	96	16	55	**
76	74	88	76	93	98	**
19	56	81	17	02	96	**
39	87	52	65	**	02	**
17	64	07	26	91	98	**
98	30	62	13	17	01	**
06	80	95	43	55	78	**
63	51	15	41	71	40	**
97	08	09	26	27	76	**
76	73	78	99	71	71	**
83	16	59	08	54	65	**
77	75	11	98	70	01	**
**	94	83	04	49	79	**
10	92	91	03	18	63	**
25	60	56	37	21	26	**
70	72	25	88	86	04	**
27	07	66	06	31	80	**
33	89	95	89	56	66	**
64	79	54	29	94	77	**
82	29	49	65	08	37	**
65	77	94	43	35	38	**
59	02	86	16	10	98	**
