33	41	11	44	02	11	98
93	01	02	28	06	11	56
77	02	89	51	45	98	84
95	65	23	29	26	84	81
65	93	80	55	26	05	29
80	27	**	76	65	72	76
95	48	99	99	19	88	31
01	68	63	50	58	63	63
71	79	15	95	44	58	47
63	15	52	13	70	72	23
72	15	30	30	29	12	49
04	88	61	37	13	15	12
77	57	55	98	**	04	69
38	98	13	90	05	32	05
46	94	09	04	77	42	67
36	18	14	75	79	84	70
58	51	46	34	91	10	76
79	79	26	88	04	98	38
09	29	08	61	74	71	03
38	66	22	20	21	40	84
78	41	98	20	81	03	08
03	60	79	15	21	68	62
69	97	47	39	59	18	47
06	04	06	77	66	42	69
01	21	72	59	59	01	45
05	19	97	32	54	12	87
61	59	03	54	72	26	17
32	25	33	11	19	59	73
88	95	64	64	73	66	66
52	20	28	26	48	34	19
81	49	66	08	70	12	07
68	35	49	97	59	01	07
28	42	48	42	10	31	83
28	62	51	71	18	52	06
**	23	80	89	05	09	42
39	28	07	44	80	81	85
17	83	65	54	76	07	03
77	77	13	55	13	37	74
69	83	38	47	84	04	75
04	17	87	19	60	63	59
83	11	92	64	97	88	56
35	03	07	22	49	41	49
61	55	42	46	61	23	24
78	53	53	58	96	24	02
39	49	31	38	06	65	25
26	25	09	06	77	67	68
59	87	92	82	28	67	05
19	68	04	50	02	29	25
21	80	11	33	65	46	36
25	93	76	00	80	44	65
53	31	39	41	32	40	62
00	14	76	28	93	44	39
70	02	70	62	85	83	43
94	98	44	59	14	63	16
27	09	36	92	87	41	74
98	69	12	17	51	03	88
24	28	13	44	05	90	13
11	65	20	**	88	72	65
05	84	62	05	32	45	24
59	54	26	12	80	63	35
49	29	85	08	86	38	19
67	65	52	72	07	94	71
49	68	55	11	20	90	28
20	**	**	76	66	89	48
00	39	05	87	28	52	48
06	46	40	18	23	03	79
27	13	15	89	42	63	42
01	01	87	97	55	05	49
39	80	80	93	97	97	07
51	45	24	11	40	66	71
53	88	17	81	07	97	85
39	88	21	01	40	69	41
88	51	22	85	72	28	86
58	40	45	85	66	72	29
29	03	78	09	18	60	13
67	30	24	85	42	89	81
06	47	01	81	75	33	65
69	98	75	41	78	29	26
48	55	55	75	67	17	96
83	08	84	24	23	25	95
61	94	61	04	32	72	39
54	94	96	16	96	37	58
89	33	44	97	19	06	51
02	77	76	95	38	82	82
40	79	96	90	55	99	35
17	70	71	17	93	59	79
05	**	73	86	86	08	01
13	29	06	79	12	29	45
41	83	70	35	58	46	27
60	72	41	08	01	08	87
99	92	82	04	71	22	18
70	30	16	64	98	13	66
08	50	29	95	09	38	95
98	09	58	64	62	62	23
90	04	49	33	90	42	90
02	86	57	32	49	63	40
82	77	03	06	61	71	74
16	07	54	98	84	84	07
12	77	71	84	19	78	34
14	85	80	25	97	30	34
02	21	06	32	90	29	96
88	09	06	04	81	45	69
77	85	23	37	17	05	67
09	93	05	66	58	17	52
24	71	93	86	64	04	62
01	67	44	03	02	41	08
69	61	27	06	02	61	83
06	25	57	03	87	59	66
64	79	57	75	38	80	82
69	21	83	13	**	73	13
74	00	89	79	17	14	58
22	00	95	04	73	74	71
01	54	42	13	09	69	56
62	03	13	58	84	49	98
28	49	11	04	50	70	84
63	71	19	89	86	68	54
70	55	19	55	93	90	66
16	82	67	29	86	64	43
**	48	64	12	88	74	19
73	72	23	26	63	70	81
98	81	61	67	00	52	56
52	04	63	87	42	76	89
00	08	62	60	68	98	09
59	57	48	48	18	03	92
65	42	46	57	17	53	95
64	29	95	70	37	19	78
05	68	13	53	05	13	72
23	25	59	16	10	28	76
29	16	73	15	51	19	32
24	01	02	29	48	84	47
51	08	32	01	45	42	45
12	18	28	23	73	76	84
51	50	54	21	49	76	57
77	88	73	88	91	60	53
97	00	81	69	97	57	71
51	53	09	83	08	82	48
47	77	55	63	62	85	59
13	59	14	62	60	87	06
84	08	24	**	08	54	97
63	99	42	89	50	16	16
19	52	82	96	08	28	70
23	76	76	41	42	19	13
87	23	29	41	63	76	62
09	52	75	43	43	81	40
13	06	69	67	02	53	56
88	43	60	55	79	81	59
45	77	11	59	21	29	72
21	54	45	89	85	55	80
38	69	72	42	09	49	47
75	32	74	98	84	06	83
74	81	66	66	70	02	63
09	82	69	88	66	19	49
78	16	03	95	40	29	65
18	96	21	41	28	23	53
55	26	29	08	38	23	96
48	08	50	52	81	08	76
11	04	81	22	37	98	26
15	88	26	86	26	58	54
04	57	57	64	96	93	96
70	89	81	29	54	26	17
65	97	98	81	97	87	35
93	18	63	56	30	34	**
59	29	23	29	87	49	80
97	96	16	61	12	61	28
94	22	70	23	76	57	01
61	63	53	04	72	55	97
80	78	34	39	21	70	34
77	04	04	06	89	28	83
71	62	84	90	**	02	28
58	60	99	77	91	95	60
42	62	98	35	32	48	14
14	67	14	14	08	50	37
99	17	51	85	56	53	97
17	05	59	54	11	17	79
44	90	49	98	29	78	92
47	26	01	70	99	11	62
68	27	26	99	84	91	65
68	56	58	28	65	45	29
88	30	08	03	38	43	59
67	96	59	30	40	88	57
63	58	23	71	96	43	84
29	51	83	75	39	51	31
90	46	96	12	42	51	90
79	90	77	84	70	70	87
62	83	70	79	55	14	84
75	77	57	84	19	67	46
11	51	35	59	56	32	93
45	21	99	37	82	32	36
04	97	82	89	70	79	74
95	90	53	60	85	45	71
35	17	67	49	**	92	60
65	63	07	75	04	60	94
30	20	26	86	20	33	37
88	62	00	94	47	71	43
24	42	49	97	50	93	75
93	00	46	72	51	95	52
73	74	86	74	43	01	81
88	74	80	27	81	75	45
37	94	02	51	07	38	97
54	38	39	91	87	60	23
38	71	78	73	86	61	84
85	33	17	42	99	49	68
99	22	47	39	31	91	12
87	22	21	17	77	91	72
81	47	45	42	35	81	89
22	01	50	22	59	78	52
79	11	22	19	84	30	14
30	79	34	13	46	04	92
08	37	40	60	37	47	98
05	83	09	28	66	23	62
09	92	83	14	00	78	89
89	66	08	67	70	46	85
31	60	48	01	48	30	57
71	45	11	61	61	43	48
**	85	36	43	45	90	96
88	45	66	90	41	83	63
63	14	73	21	91	21	58
74	07	09	25	92	87	42
72	13	04	58	99	07	56
49	84	**	65	14	62	42
60	90	89	24	88	89	62
23	25	56	59	71	04	09
23	03	21	03	87	86	97
86	20	40	93	54	09	57
03	88	47	91	19	32	67
60	66	55	98	33	81	39
66	21	97	39	41	41	75
37	80	81	65	49	47	37
71	29	94	40	51	21	38
31	35	25	39	70	50	73
40	38	38	55	31	64	78
27	87	68	85	64	56	60
78	70	82	09	32	98	19
25	40	29	81	45	54	42
23	01	02	68	62	07	94
56	94	01	56	02	15	14
18	77	79	66	47	57	90
83	14	99	94	91	05	30
71	56	93	07	74	48	67
76	67	03	22	38	90	33
99	51	27	90	39	16	04
76	29	79	30	66	18	52
61	83	27	32	53	**	84
65	87	49	15	50	70	76
73	90	64	46	19	99	37
11	99	61	98	93	68	53
70	41	22	23	98	94	98
08	28	62	76	63	15
